resource.data_updated_at,permalink,resource.id,resource.name,resource.columns_name,column_count,resource.description,resource.download_count,resource.page_views.page_views_last_week
2025-03-20T15:31:45.000Z,https://data.cdc.gov/d/mpx5-t7tu,mpx5-t7tu,"Provisional COVID-19 death counts, rates, and percent of total deaths, by jurisdiction of residence","['COVID_pct_of_total', 'crude_COVID_rate', 'pct_change_wk', 'footnote', 'data_as_of', 'Jurisdiction_Residence', 'Group', 'data_period_end', 'crude_COVID_rate_ann', 'data_period_start', 'aa_COVID_rate', 'COVID_deaths', 'pct_diff_wk', 'aa_COVID_rate_ann']",14,"This file contains COVID-19 death counts, death rates, and percent of total deaths by jurisdiction of residence. The data is grouped by different time periods including 3-month period, weekly, and total (cumulative since January 1, 2020). United States death counts and rates include the 50 states, plus the District of Columbia and New York City. New York state estimates exclude New York City. Puerto Rico is included in HHS Region 2 estimates.

Deaths with confirmed or presumed COVID-19, coded to ICD–10 code U07.1. Number of deaths reported in this file are the total number of COVID-19 deaths received and coded as of the date of analysis and may not represent all deaths that occurred in that period. Counts of deaths occurring before or after the reporting period are not included in the file.

Data during recent periods are incomplete because of the lag in time between when the death occurred and when the death certificate is completed, submitted to NCHS and processed for reporting purposes. This delay can range from 1 week to 8 weeks or more, depending on the jurisdiction and cause of death.

Death counts should not be compared across states. Data timeliness varies by state. Some states report deaths on a daily basis, while other states report deaths weekly or monthly. 

The ten (10) United States Department of Health and Human Services (HHS) regions include the following jurisdictions. Region 1: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont; Region 2: New Jersey, New York, New York City, Puerto Rico; Region 3: Delaware, District of Columbia, Maryland, Pennsylvania, Virginia, West Virginia; Region 4: Alabama, Florida, Georgia, Kentucky, Mississippi, North Carolina, South Carolina, Tennessee; Region 5: Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin; Region 6: Arkansas, Louisiana, New Mexico, Oklahoma, Texas; Region 7: Iowa, Kansas, Missouri, Nebraska; Region 8: Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming; Region 9: Arizona, California, Hawaii, Nevada; Region 10: Alaska, Idaho, Oregon, Washington.

Rates were calculated using the population estimates for 2021, which are estimated as of July 1, 2021 based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Blended Base consists of the blend of Vintage 2020 postcensal population estimates, 2020 Demographic Analysis Estimates, and 2020 Census PL 94-171 Redistricting File (see https://www2.census.gov/programs-surveys/popest/technical-documentation/methodology/2020-2021/methods-statement-v2021.pdf).

Rates are based on deaths occurring in the specified week/month and are age-adjusted to the 2000 standard population using the direct method (see https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-08-508.pdf). These rates differ from annual age-adjusted rates, typically presented in NCHS publications based on a full year of data and annualized weekly/monthly age-adjusted rates which have been adjusted to allow comparison with annual rates.  Annualization rates presents deaths per year per 100,000 population that would be expected in a year if the observed period specific (weekly/monthly) rate prevailed for a full year.

Sub-national death counts between 1-9 are suppressed in accordance with NCHS data confidentiality standards. Rates based on death counts less than 20 are suppressed in accordance with NCHS standards of reliability as specified in NCHS Data Presentation Standards for Proportions (available from: https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf.).",10682,175
2025-01-13T17:34:36.000Z,https://data.cdc.gov/d/vh55-3he6,vh55-3he6,Influenza Vaccination Coverage for All Ages (6+ Months),"['Month', 'Dimension Type', 'Season/Survey Year', 'Vaccine', 'Geography Type', '95% CI (%)', 'Sample Size', 'Dimension', 'FIPS', 'Geography', 'Estimate (%)']",11,"Influenza Vaccination Coverage for All Ages (6+ Months)

• Data on influenza vaccination coverage from the National Immunization Survey-Flu (NIS-Flu) and the Behavioral Risk Factor Surveillance System (BRFSS) for the general population at the national, regional, and state levels by age group and race/ethnicity.
 
• Additional information available at https://www.cdc.gov/flu/fluvaxview/index.htm",9822,132
2025-01-31T14:57:15.000Z,https://data.cdc.gov/d/x6ag-8y7r,x6ag-8y7r,Global Tobacco Surveillance System (GTSS) - Global Health Professions Student Survey (GHPSS),"['Geolocation (state)', 'RegionAbbr', 'Country', 'Data_Value_Unit', 'Geolocation (city)', 'Data_Value_Type', 'Geolocation (address)', 'Year', 'Geolocation', 'Discipline', 'Sample_Size', 'High_Confidence_Limit', 'Topic', 'Geolocation (zip)', 'Indicator', 'Mpower', 'Low_Confidence_Limit', 'Data_Value_Footnote_Symbol', 'LocationID', 'Sex', 'Data_Value', 'SurveySite', 'DataValueTypeID', 'Datasource', 'Data_Value_Footnote', 'StratificationID1', 'IndicatorID', 'CountryAbbr', 'TopicID', 'WHO_Region', 'MpowerID', 'SurveySiteAbbr']",32,"2005-2011. The World Health Organization, CDC, and the Canadian Public Health Association, developed the GHPSS to collect data on tobacco use and cessation counseling among health professional students in all WHO member states. GHPSS is a standardized school-based survey of third-year students pursuing advanced degrees in dentistry, medicine, nursing, or pharmacy. It is conducted in schools during regular class sessions. GHPSS follows an anonymous, self-administered format for data collection. GHPSS uses a core questionnaire on demographics, prevalence of cigarette smoking and other tobacco use, knowledge and attitudes about tobacco use, exposure to secondhand smoke, desire for smoking cessation, and training received regarding patient counseling on smoking cessation techniques. Questionnaires are translated into local languages as needed. GHPSS has a standardized methodology for selecting participating schools and classes and uniform data processing procedures.",9571,10
2025-01-10T19:00:08.000Z,https://data.cdc.gov/d/hj2x-85ya,hj2x-85ya,CDC STATE System Tobacco Legislation - Preemption Summary,"['GeoLocation (address)', 'GeoLocation (city)', 'GeoLocation (state)', 'Youth_Access', 'MeasureDesc', 'PreemptionAltValue', 'Smokefree_Indoor_Air', 'YEAR', 'MeasureId', 'TopicTypeId', 'GeoLocation (zip)', 'Licensure', 'TopicId', 'LocationDesc', 'TopicTypeDesc', 'GeoLocation', 'LocationAbbr', 'Quarter', 'TopicDesc', 'Preemption']",20,"1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation - Preemption. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include information related to summary state preemption of more stringent or differing local laws on smokefree indoor air, youth access and licensure.",9399,2
2025-03-26T13:56:03.000Z,https://data.cdc.gov/d/gypc-kpgn,gypc-kpgn,Drug Use Data from Selected Hospitals,"['SUBGROUP', 'VALUE', 'GROUP', 'FIGURE', 'END_TIME', 'SETTING', 'MEASURE', 'START_TIME', 'TIME', 'INDICATOR']",10,"The National Hospital Care Survey (NHCS) collects data on patient care in hospital-based settings to describe patterns of health care delivery and utilization in the United States. Settings currently include inpatient and emergency departments (ED). From this collection, the NHCS contributes data that may inform emerging national health threats such as the current opioid public health emergency. The 2022 - 2024 NHCS are not yet fully operational so it is important to note that the data presented here are preliminary and not nationally representative.

The data are from 32 hospitals submitting inpatient and 27 hospitals submitting ED Uniform Bill (UB)-04 administrative claims from December 1, 2022–November 30, 2024. Even though the data are not nationally representative, they can provide insight into the use of opioids and other overdose drugs. The NHCS data is submitted from various types of hospitals (e.g., general/acute, children’s, etc.) and can show results from a variety of indicators related to drug use, such as overall drug use, comorbidities, and drug and polydrug overdose. NHCS data can also be used to report on patient conditions within the hospital over time.",9329,43
2025-01-10T19:05:11.000Z,https://data.cdc.gov/d/2snk-eav4,2snk-eav4,CDC STATE System Tobacco Legislation - Smokefree Indoor Air Summary,"['LocationDesc', 'Quarter', 'Type_Of_Restriction', 'SummaryAltValue', 'GeoLocation', 'GeoLocation (address)', 'MeasureId', 'LocationAbbr', 'TopicTypeDesc', 'Bars', 'TopicDesc', 'MeasureDesc', 'Restaurants', 'GeoLocation (state)', 'GeoLocation (zip)', 'TopicId', 'Private_Worksites', 'TopicTypeId', 'YEAR', 'GeoLocation (city)']",20,"1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation – Smokefree Indoor Air. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include information related to state legislation on smokefree indoor air in private worksites, restaurants, and bars.",9170,3
2025-01-10T19:30:12.000Z,https://data.cdc.gov/d/kwbr-syv2,kwbr-syv2,CDC STATE System E-Cigarette Legislation - Tax,"['YEAR', 'LocationAbbr', 'Comments', 'ProvisionValue', 'ProvisionGroupID', 'TopicId', 'ProvisionAltValue', 'Enacted_Date', 'GeoLocation', 'DisplayOrder', 'ProvisionDesc', 'GeoLocation (state)', 'ProvisionGroupDesc', 'GeoLocation (zip)', 'MeasureId', 'TopicDesc', 'DataSource', 'ProvisionID', 'DataType', 'MeasureDesc', 'Quarter', 'Citation', 'TopicTypeId', 'Effective_Date', 'LocationDesc', 'GeoLocation (address)', 'GeoLocation (city)']",27,1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System.  E-Cigarette Legislation—Tax. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include state excise taxes on e-cigarettes and tax stamps.,9167,28
2025-03-21T21:32:41.000Z,https://data.cdc.gov/d/x9gk-5huc,x9gk-5huc,NNDSS Weekly Data,"['States', 'Reporting Area', 'sort_order', 'Cumulative YTD Current MMWR Year', 'LOCATION2', 'Counties', 'Label', 'Cumulative YTD Current MMWR Year, flag', 'LOCATION1', 'Current week, flag', 'MMWR WEEK', 'Previous 52 week Max', 'Cumulative YTD Previous MMWR Year, flag', 'geocode', 'Current week', 'Current MMWR Year', 'Cumulative YTD Previous MMWR Year', 'Previous 52 weeks Max, flag']",18,"NNDSS - In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents.


<b>Notes:</b>
• These are weekly cases of selected infectious national notifiable diseases, from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data reported by the 50 states, New York City, the District of Columbia, and the U.S. territories are collated and published weekly as numbered tables available at https://www.cdc.gov/nndss/infectious-disease/index.html. Cases reported by state health departments to CDC for weekly publication are subject to ongoing revision of information and delayed reporting. Therefore, numbers listed in later weeks may reflect changes made to these counts as additional information becomes available. Case counts in the tables are presented as published each week. See also Guide to Interpreting Provisional and Finalized NNDSS Data.

• Notices, errata, and other notes are available in the Notice To Data Users page https://www.cdc.gov/nndss/infectious-disease/notice-to-data-users.html.

• The list of national notifiable infectious diseases and conditions and their national surveillance case definitions are available at https://ndc.services.cdc.gov/. This list incorporates the Council of State and Territorial Epidemiologists (CSTE) position statements approved by CSTE for national surveillance.

<b>Footnotes:</b>
*Case counts for reporting years 2024 and 2025 are provisional and subject to change. Cases are assigned to the reporting jurisdiction submitting the case to NNDSS, if the case's country of usual residence is the U.S., a U.S. territory, unknown, or null (i.e. country not reported); otherwise, the case is assigned to the 'Non-U.S. Residents' category. Country of usual residence is currently not reported by all jurisdictions or for all conditions. For further information on interpretation of these data, see https://www.cdc.gov/nndss/docs/Readers-Guide-WONDER-Tables-20210421-508.pdf.
†Previous 52 week maximum and cumulative YTD are determined from periods of time when the condition was reportable in the jurisdiction (i.e., may be less than 52 weeks of data or incomplete YTD data).
• Please refer to the Stacks publication for weekly updates to the footnote for influenza-associated pediatric mortality.
U: Unavailable — The reporting jurisdiction was unable to send the data to CDC or CDC was unable to process the data.
-: No reported cases — The reporting jurisdiction did not submit any cases to CDC.
N: Not reportable — The disease or condition was not reportable by law, statute, or regulation in the reporting jurisdiction.
NN: Not nationally notifiable — This condition was not designated as being nationally notifiable.
NP: Nationally notifiable but not published.
NC: Not calculated — There is insufficient data available to support the calculation of this statistic.
Cum: Cumulative year-to-date counts.
Max: Maximum — Maximum case count during the previous 52 weeks.",8801,731
2025-01-14T22:25:24.000Z,https://data.cdc.gov/d/8zea-kwnt,8zea-kwnt,CDC STATE System E-Cigarette Legislation - Youth Access,"['Citation', 'ProvisionID', 'GeoLocation (address)', 'GeoLocation', 'ProvisionAltValue', 'ProvisionValue', 'ProvisionDesc', 'YEAR', 'ProvisionGroupID', 'GeoLocation (city)', 'DataSource', 'TopicId', 'DisplayOrder', 'Effective_Date', 'Enacted_Date', 'MeasureDesc', 'LocationDesc', 'LocationAbbr', 'Comments', 'TopicDesc', 'Quarter', 'GeoLocation (zip)', 'DataType', 'ProvisionGroupDesc', 'MeasureId', 'GeoLocation (state)', 'TopicTypeId']",27,"1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. E-Cigarette Legislation—Youth Access. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies.  Data are reported on a quarterly basis. Data include information related to restrictions, enforcement and penalties associated with the sale of e-cigarettes to youth through retail sales and vending machines.",8443,31
2025-01-31T02:03:17.000Z,https://data.cdc.gov/d/5hns-mwci,5hns-mwci,Global Tobacco Surveillance System (GTSS) - Global School Personnel Survey (GSPS),"['SurveySiteAbbr', 'SurveySite', 'GeoLocation (city)', 'Datasource', 'Indicator', 'Data_Value', 'Data_Value_Footnote', 'Low_Confidence_Limit', 'High_Confidence_Limit', 'Profession', 'Sample_Size', 'Mpower', 'Data_Value_Unit', 'GeoLocation', 'GeoLocation (state)', 'GeoLocation (zip)', 'RegionAbbr', 'Data_Value_Footnote_Symbol', 'IndicatorID', 'Data_Value_Type', 'GeoLocation (address)', 'MpowerID', 'Country', 'CountryAbbr', 'TopicID', 'LocationID', 'WHO_Region', 'Topic', 'Year', 'StratificationID', 'DataValueTypeID']",31,"2001-2011. The GSPS was initiated in 2000 to collect information on tobacco use, knowledge and attitudes of school personnel toward tobacco, existence and effectiveness of tobacco control policies in schools, and training and materials available for implementing tobacco prevention and control interventions.",8189,14
2025-01-15T14:34:24.000Z,https://data.cdc.gov/d/gb4e-yj24,gb4e-yj24,VSRR Provisional County-Level Drug Overdose Death Counts,"['ST_ABBREV', 'Month', 'HistoricalDataCompletenessNote', 'STATE_NAME', 'Data as of', 'Percentage Of Records Pending Investigation', 'Start Date', 'MonthEndingDate', 'Year', 'COUNTYNAME', 'Footnote', 'End Date', 'CODE2013', 'STATEFIPS', 'FIPS', 'Provisional Drug Overdose Deaths', 'COUNTYFIPS']",17,"This data visualization presents county-level provisional counts for drug overdose deaths based on a current flow of mortality data in the National Vital Statistics System. County-level provisional counts include deaths occurring within the 50 states and the District of Columbia, as of the date specified and may not include all deaths that occurred during a given time period. Provisional counts are often incomplete and causes of death may be pending investigation resulting in an underestimate relative to final counts (see Technical Notes).

The provisional data presented on the dashboard below include reported 12 month-ending provisional counts of death due to drug overdose by the decedent’s county of residence and the month in which death occurred.

Percentages of deaths with a cause of death pending further investigation and a note on historical completeness (e.g. if the percent completeness was under 90% after 6 months) are included to aid in interpretation of provisional data as these measures are related to the accuracy of provisional counts (see Technical Notes). Counts between 1-9 are suppressed in accordance with NCHS confidentiality standards. Provisional data presented on this page will be updated on a quarterly basis as additional records are received.

Technical Notes

Nature and Sources of Data

Provisional drug overdose death counts are based on death records received and processed by the National Center for Health Statistics (NCHS) as of a specified cutoff date. The cutoff date is generally the first Sunday of each month. National provisional estimates include deaths occurring within the 50 states and the District of Columbia. NCHS receives the death records from the state vital registration offices through the Vital Statistics Cooperative Program (VSCP).

The timeliness of provisional mortality surveillance data in the National Vital Statistics System (NVSS) database varies by cause of death and jurisdiction in which the death occurred. The lag time (i.e., the time between when the death occurred and when the data are available for analysis) is longer for drug overdose deaths compared with other causes of death due to the time often needed to investigate these deaths (1). Thus, provisional estimates of drug overdose deaths are reported 6 months after the date of death.

Provisional death counts presented in this data visualization are for “12 month-ending periods,” defined as the number of deaths occurring in the 12 month period ending in the month indicated. For example, the 12 month-ending period in June 2020 would include deaths occurring from July 1, 2019 through June 30, 2020. The 12 month-ending period counts include all seasons of the year and are insensitive to reporting variations by seasonality. These provisional counts of drug overdose deaths and related data quality metrics are provided for public health surveillance and monitoring of emerging trends. Provisional drug overdose death data are often incomplete, and the degree of completeness varies by jurisdiction and 12 month-ending period. Consequently, the numbers of drug overdose deaths are underestimated based on provisional data relative to final data and are subject to random variation.

Cause of Death Classification and Definition of Drug Deaths

Mortality statistics are compiled in accordance with the World Health Organizations (WHO) regulations specifying that WHO member nations classify and code causes of death with the current revision of the International Statistical Classification of Diseases and Related Health Problems (ICD). ICD provides the basic guidance used in virtually all countries to code and classify causes of death. It provides not only disease, injury, and poisoning categories but also the rules used to select the single underlying cause of death for tabulation from the several diagnoses that may be reported on a single death certificate, as well as definitions, tabulation lists, the format of the death certificate, and regul",8077,44
